Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_INSTS_SMEM,SQ_INST_LEVEL_SMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,Cijk_Ailk_Bljk_SB_MT128x64x16_MI32x32x2x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASE_ASGT_ASLT_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_DTL0_DTVA0_DVO0_ETSP_EPS0_FL0_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPP128_LPA0_LPB4_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_NTA0_NTB0_NTC0_NTD0_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR9_RK0_SIA3_SS1_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO0_SVW2_SNLL0_TT2_32_TLDS1_USFGROn1_VAW1_VSn1_VW2_WSGRA1_WSGRB1_WS64_WG64_4_1_WGM5.kd,2,0,0,256528,256528,524288,256,12800,0,64,32,80,64,0x0,0x7efc0b331640,24576,12075203,1352492264,5233269908354981,5233299333503305,5233299336915299,5233269921476535
1,"simt_gemm_hidet_kernelv2(float const*, float const*, float*, int, int, int) ",2,0,1,256528,256528,180224,256,10240,0,80,128,48,64,0x0,0x7efc0be81840,11264,24841176,2782319936,5233269919136899,5233299336915299,5233299344173845,5233269928828436
2,"void kernel_gemm_xdl_cshuffle_v1<GridwiseGemm_k0mk1_k0nk1_mn_xdl_cshuffle_v1, true>(GridwiseGemm_k0mk1_k0nk1_mn_xdl_cshuffle_v1<RowMajor, RowMajor, RowMajor, float, float, float, float, float, PassThrough, PassThrough, PassThrough, (GemmSpecialization)0, (InMemoryDataOperationEnum)0, 1, 256, 128, 128, 16, 4, 1, 32, 32, 2, 2, Sequence, Sequence, Sequence, 2, 4, 4, false, 1, Sequence, Sequence, Sequence, 1, 4, 1, false, 0, 1, 1, Sequence, 4, (LoopScheduler)0, (PipelineVersion)0, float, Argument) ",2,0,2,256528,256528,262144,256,16896,0,104,0,32,64,0x0,0x7efc0be35040,20480,12317770,1379780520,5233269921065807,5233299344173845,5233299347665358,5233269932325888
3,_ZN2ck19kernel_gemm_dl_v1r3INS_28GridwiseGemmDl_km_kn_mn_v1r3ILi256EfffLNS_25InMemoryDataOperationEnumE0ENS_16TensorDescriptorINS_5TupleIJNS_5EmbedINS4_IJiiEEENS4_IJiNS_17integral_constantIiLi1EEEEEELb0EEENS_7UnMergeIS9_Lb0EEENS_11PassThroughIiEEEEENS4_IJNS_8SequenceIJLi0EEEENSG_IJLi2EEEENSG_IJLi1EEEEEEENS4_IJNSG_IJLi1ELi2EEEENSG_IJLi3ELi4EEEENSG_IJLi5EEEEEEENSG_IJLi3ELi5ELi4EEEElEENS3_ISF_NS4_IJSH_SJ_SI_EEESO_SP_lEENS3_INS4_IJSA_SE_SE_EEESR_NS4_IJSL_NSG_IJLi3EEEENSG_IJLi4EEEEEEESM_lEELi128ELi128ELi16ELi1ELi4ELi4ELi1ENSG_IJLi8ELi2EEEESY_NSG_IJLi8ELi1ELi1ELi1EEEENSG_IJLi2ELi1ELi128ELi1EEEENSG_IJLi1ELi2ELi0ELi3EEEES11_NSG_IJLi4ELi1ELi1ELi1EEEES11_NSG_IJLi1ELi1ELi1ELi1EEEENSG_IJLi2ELi1ELi4ELi1EEEENSG_IJLi8ELi1ELi32ELi1EEEENSG_IJLi0ELi3ELi1ELi2EEEES16_NSG_IJLi1ELi1ELi4ELi1EEEES16_S17_NSG_IJLi0ELi1ELi2ELi3ELi4ELi5EEEELi5ELi4EEEffNS3_INS4_IJSA_SC_SE_SE_NSB_INS4_IJiNS7_IiLi128EEEEEELb0EEENSD_IS8_EEEEENS4_IJSH_SI_SJ_SU_SN_SV_EEENS4_IJSL_SM_SN_NSG_IJLi6EEEENSG_IJLi7ELi8EEEENSG_IJLi9EEEEEEENSG_IJLi6ELi7ELi8ELi9EEEElEENS3_IS1E_NS4_IJSH_SJ_SI_SU_SN_SV_EEES1J_S1K_lEENS3_INS4_IJSA_SE_SE_NSB_INS4_IJiNS7_IiLi2EEENS7_IiLi64EEEEEELb0EEES1R_EEENS4_IJSH_SJ_SI_SU_SV_EEENS4_IJSL_SU_SV_NSG_IJLi5ELi6ELi7EEEENSG_IJLi8ELi9ELi10EEEEEEENSG_IJLi5ELi6ELi7ELi8ELi9ELi10EEEElEENS_31BlockToCTileMap_M00_N00_M01_N01ILi128ELi128ESX_Lb0EEELb1ELb1EEEvPKT0_S23_PT1_T2_T3_T4_T5_.kd,2,0,3,256528,256528,262144,256,32768,0,120,0,48,64,0x0,0x7efc0b6c63c0,57344,25686616,2877200488,5233269922035000,5233299347665358,5233299354991425,5233269939690674
4,"mfma_f32_16x16x4f32_gemm_kernel(float const*, float const*, float*, int, int, int) ",2,0,4,256528,256528,524288,256,6144,0,60,4,32,64,0x0,0x7efc0be78d40,24576,19356350,2167922224,5233269922911840,5233299354991425,5233299360573175,5233269945323430
5,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,5,256528,256528,1048576,256,61440,0,128,16,48,64,0x0,0x7efc0be18680,65536,82684094,9260601840,5233269938594754,5233299360573175,5233299383293135,5233269968056402
6,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,8,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,947948,106089592,5233269971090587,5233299386347689,5233299386527689,5233269971372945
7,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,9,256528,256528,1048576,256,61440,0,128,16,48,64,0x0,0x7efc0be18680,65536,82666598,9258815456,5233269971274160,5233299386527772,5233299409251897,5233269994225671
8,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,10,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1152870,129168872,5233269971369298,5233299409251897,5233299409432055,5233269994370882
9,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,11,256528,256528,1048576,256,61440,0,128,16,48,64,0x0,0x7efc0be18680,65536,82649032,9256644088,5233269971515321,5233299409432055,5233299432128180,5233270017082574
10,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,12,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1433778,160582776,5233269971614887,5233299432128180,5233299432304500,5233270017287247
11,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,13,256528,256528,1048576,256,61440,0,128,16,48,64,0x0,0x7efc0be18680,65536,82620842,9253482648,5233269971745742,5233299432304500,5233299455006385,5233270040032121
12,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,14,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1506642,168979232,5233269971834899,5233299455006385,5233299455183505,5233270040237696
13,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,15,256528,256528,1048576,256,61440,0,128,16,48,64,0x0,0x7efc0be18680,65536,82591092,9250162848,5233269971962187,5233299455183506,5233299477888431,5233270062973663
14,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,16,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1521074,170303392,5233269972050532,5233299477888431,5233299478065549,5233270063177324
15,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,17,256528,256528,1048576,256,61440,0,128,16,48,64,0x0,0x7efc0be18680,65536,82632828,9255086952,5233269972176949,5233299478065549,5233299500772714,5233270085923490
16,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,19,256528,256528,1048576,256,61440,0,128,16,48,64,0x0,0x7efc0be18680,65536,82591228,9250355528,5233270086043554,5233299500881194,5233299523596999,5233270108946173
17,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,20,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1365970,153153984,5233270086179458,5233299523596999,5233299523771719,5233270109089110
18,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,22,256528,256528,1048576,256,61440,0,128,16,48,64,0x0,0x7efc0be18680,65536,82622728,9253675952,5233270086340710,5233299523785124,5233299546488936,5233270131845195
19,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,24,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1422226,159329584,5233270086459081,5233299546499974,5233299546679814,5233270132057603
20,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,26,256528,256528,1048576,256,61440,0,128,16,48,64,0x0,0x7efc0be18680,65536,82636168,9255296672,5233270086617448,5233299546691974,5233299569394825,5233270154804550
21,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,28,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1480420,165844072,5233270086734977,5233299569405705,5233299569586345,5233270155017438
22,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,30,256528,256528,1048576,256,61440,0,128,16,48,64,0x0,0x7efc0be18680,65536,82554274,9246145648,5233270086888835,5233299569598345,5233299592312876,5233270177755419
23,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,32,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1590708,178249248,5233270087003831,5233299592323756,5233299592497676,5233270177967045
24,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,34,256528,256528,1048576,256,61440,0,128,16,48,64,0x0,0x7efc0be18680,65536,82578610,9248655376,5233270087156626,5233299592509401,5233299615215928,5233270200719002
25,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,36,256528,256528,1048576,256,40960,0,112,16,32,64,0x0,0x7efc0be08680,65536,83096654,9306852696,5233270210019569,5233299623270154,5233299646094760,5233270233029889
26,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,39,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,957714,107333048,5233270233047952,5233299646190920,5233299646366760,5233270233403838
27,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,40,256528,256528,1048576,256,40960,0,112,16,32,64,0x0,0x7efc0be08680,65536,83100124,9307009488,5233270233288012,5233299646366760,5233299669201926,5233270256336083
28,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,41,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1496736,167628088,5233270233381687,5233299669201926,5233299669378406,5233270256482566
29,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,42,256528,256528,1048576,256,40960,0,112,16,32,64,0x0,0x7efc0be08680,65536,83073194,9304399368,5233270233521378,5233299669378548,5233299692213240,5233270279343086
30,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,43,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1539310,172303744,5233270233620043,5233299692213240,5233299692390038,5233270279544734
31,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,44,256528,256528,1048576,256,40960,0,112,16,32,64,0x0,0x7efc0be08680,65536,83062584,9303142080,5233270233750927,5233299692390038,5233299715232570,5233270302408911
32,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,45,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1534726,171975752,5233270233840365,5233299715232570,5233299715407609,5233270302615207
33,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,46,256528,256528,1048576,256,40960,0,112,16,32,64,0x0,0x7efc0be08680,65536,83097750,9306968896,5233270233972191,5233299715407609,5233299738231581,5233270325468834
34,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,47,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1299522,145580816,5233270234059234,5233299738231581,5233299738406780,5233270325673106
35,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,48,256528,256528,1048576,256,40960,0,112,16,32,64,0x0,0x7efc0be08680,65536,83070984,9303979376,5233270234199937,5233299738406752,5233299761234723,5233270348541110
36,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,50,256528,256528,1048576,256,40960,0,112,16,32,64,0x0,0x7efc0be08680,65536,83085602,9305668192,5233270348655634,5233299761336481,5233299784171172,5233270371684409
37,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,51,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1563138,175097888,5233270348786389,5233299784171172,5233299784347331,5233270371830262
38,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,53,256528,256528,1048576,256,40960,0,112,16,32,64,0x0,0x7efc0be08680,65536,83047934,9301294624,5233270348944955,5233299784360611,5233299807175142,5233270394703626
39,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,55,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1433202,160584784,5233270349063637,5233299807186022,5233299807363621,5233270394916434
40,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,57,256528,256528,1048576,256,40960,0,112,16,32,64,0x0,0x7efc0be08680,65536,83101318,9307296912,5233270349222214,5233299807376112,5233299830208568,5233270417793966
41,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,59,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1461746,163871088,5233270349336367,5233299830219606,5233299830396726,5233270418004951
42,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,61,256528,256528,1048576,256,40960,0,112,16,32,64,0x0,0x7efc0be08680,65536,83068378,9303831776,5233270349490536,5233299830408886,5233299853232062,5233270440874508
43,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,63,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1572068,176037456,5233270349603237,5233299853242782,5233299853418942,5233270441085453
44,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,65,256528,256528,1048576,256,40960,0,112,16,32,64,0x0,0x7efc0be08680,65536,83099240,9307203272,5233270349758607,5233299853430942,5233299876258757,5233270463962864
45,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,67,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,388524,43477536,5233270464183998,5233299876462917,5233299876511557,5233270464386486
46,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,68,256528,256528,2097152,256,61440,0,128,16,48,64,0x0,0x7efc0b720680,131072,82207698,9207150576,5233270471157882,5233299882445318,5233299905041143,5233270493931500
47,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,71,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,965496,108221256,5233270493941428,5233299905118261,5233299905303701,5233270494326829
48,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,72,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,599034,67214112,5233270494151792,5233299905303701,5233299905355861,5233270494420444
49,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,73,256528,256528,2097152,256,61440,0,128,16,48,64,0x0,0x7efc0b720680,131072,82185386,9204905040,5233270494297685,5233299905355861,5233299927952006,5233270517084587
50,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,74,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1605906,179942680,5233270494389897,5233299927952006,5233299928132486,5233270517229648
51,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,75,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,509224,57154008,5233270494585764,5233299928132486,5233299928184486,5233270517316711
52,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,76,256528,256528,2097152,256,61440,0,128,16,48,64,0x0,0x7efc0b720680,131072,82222008,9209096272,5233270494721618,5233299928184486,5233299950762710,5233270539927524
53,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,77,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1565040,175301432,5233270494810945,5233299950762710,5233299950939350,5233270540133970
54,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,78,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,1001176,112140712,5233270494892988,5233299950939350,5233299950987510,5233270540213078
55,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,79,256528,256528,2097152,256,61440,0,128,16,48,64,0x0,0x7efc0b720680,131072,82159798,9201918400,5233270495025576,5233299950987096,5233299973562751,5233270562832107
56,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,80,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1500050,168040000,5233270495133027,5233299973562751,5233299973738909,5233270563034535
57,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,81,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,772854,86705384,5233270495212486,5233299973738909,5233299973790109,5233270563111540
58,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,82,256528,256528,2097152,256,61440,0,128,16,48,64,0x0,0x7efc0b720680,131072,82234382,9210263920,5233270495348520,5233299973790109,5233299996374243,5233270585731630
59,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,83,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1345736,150753296,5233270495439621,5233299996374243,5233299996552323,5233270585940110
60,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,84,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,783470,87769336,5233270495521434,5233299996552323,5233299996600643,5233270586017765
61,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,85,256528,256528,2097152,256,61440,0,128,16,48,64,0x0,0x7efc0b720680,131072,82123084,9197713112,5233270495652669,5233299996600643,5233300019179177,5233270608628137
62,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,87,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,344896,38717432,5233270608699391,5233300019241417,5233300019288297,5233270608902160
63,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,88,256528,256528,2097152,256,61440,0,128,16,48,64,0x0,0x7efc0b720680,131072,82144284,9200007176,5233270608912178,5233300019312746,5233300041894644,5233270631736461
64,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,89,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1562552,175141560,5233270609084090,5233300041894644,5233300042070642,5233270631869540
65,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,91,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,863696,96763168,5233270609201089,5233300042083922,5233300042132402,5233270631964577
66,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,92,256528,256528,2097152,256,61440,0,128,16,48,64,0x0,0x7efc0b720680,131072,82175776,9204004528,5233270609341912,5233300042132402,5233300064708859,5233270654583776
67,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,94,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1309300,146497400,5233270609456927,5233300064720219,5233300064897979,5233270654795472
68,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,96,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,784206,87831904,5233270609566032,5233300064909979,5233300064957499,5233270654879419
69,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,97,256528,256528,2097152,256,61440,0,128,16,48,64,0x0,0x7efc0b720680,131072,82196928,9206399848,5233270609700483,5233300064957499,5233300087537476,5233270677502625
70,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,99,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1525190,170984312,5233270609816670,5233300087548836,5233300087724356,5233270677717297
71,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,101,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,965304,108134064,5233270609927437,5233300087736516,5233300087782596,5233270677803348
72,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,102,256528,256528,2097152,256,61440,0,128,16,48,64,0x0,0x7efc0b720680,131072,82203604,9206966704,5233270610064013,5233300087782583,5233300110373920,5233270700433458
73,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,104,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1440944,161682120,5233270610205367,5233300110385278,5233300110563038,5233270700643811
74,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,106,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,817438,91756152,5233270610315664,5233300110575038,5233300110623518,5233270700727237
75,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,107,256528,256528,2097152,256,61440,0,128,16,48,64,0x0,0x7efc0b720680,131072,82189894,9205242464,5233270610450015,5233300110623518,5233300133213415,5233270723348610
76,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,109,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,347558,38942896,5233270723565335,5233300133409735,5233300133456775,5233270723759488
77,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,110,256528,256528,2097152,256,40960,0,116,20,32,64,0x0,0x7efc0b6d8680,131072,82733000,9266388480,5233270729964565,5233300139158529,5233300161881546,5233270752870329
78,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,113,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,957070,107333304,5233270752888113,5233300161967786,5233300162144585,5233270753239380
79,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,114,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,518078,58094680,5233270753064713,5233300162144585,5233300162193065,5233270753329328
80,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,115,256528,256528,2097152,256,40960,0,116,20,32,64,0x0,0x7efc0b6d8680,131072,82752022,9268132816,5233270753209213,5233300162193185,5233300184906445,5233270776142199
81,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,116,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1571434,176164696,5233270753304121,5233300184906445,5233300185084843,5233270776286980
