Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,Cijk_Ailk_Bljk_SB_MT128x64x16_MI32x32x2x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASE_ASGT_ASLT_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_DTL0_DTVA0_DVO0_ETSP_EPS0_FL0_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPP128_LPA0_LPB4_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_NTA0_NTB0_NTC0_NTD0_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR9_RK0_SIA3_SS1_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO0_SVW2_SNLL0_TT2_32_TLDS1_USFGROn1_VAW1_VSn1_VW2_WSGRA1_WSGRB1_WS64_WG64_4_1_WGM5.kd,2,0,0,257775,257775,524288,256,12800,0,64,32,80,64,0x0,0x7f91e3731640,5332240,5332240,1317677,42657928,8192,2456321642,43066587,0,9825220264,5233293448181887,5233299333503305,5233299336915299,5233293461041100
1,"simt_gemm_hidet_kernelv2(float const*, float const*, float*, int, int, int) ",2,0,1,257775,257775,180224,256,10240,0,80,128,48,64,0x0,0x7f91e43e1840,11212790,11212790,2980022,89702328,2816,2092760145,89213315,0,8371115648,5233293458561792,5233299336915299,5233299344173845,5233293468378394
2,"void kernel_gemm_xdl_cshuffle_v1<GridwiseGemm_k0mk1_k0nk1_mn_xdl_cshuffle_v1, true>(GridwiseGemm_k0mk1_k0nk1_mn_xdl_cshuffle_v1<RowMajor, RowMajor, RowMajor, float, float, float, float, float, PassThrough, PassThrough, PassThrough, (GemmSpecialization)0, (InMemoryDataOperationEnum)0, 1, 256, 128, 128, 16, 4, 1, 32, 32, 2, 2, Sequence, Sequence, Sequence, 2, 4, 4, false, 1, Sequence, Sequence, Sequence, 1, 4, 1, false, 0, 1, 1, Sequence, 4, (LoopScheduler)0, (PipelineVersion)0, float, Argument) ",2,0,2,257775,257775,262144,256,16896,0,104,0,32,64,0x0,0x7f91e4395040,5512431,5512431,1572838,44099456,4096,1526240379,43957188,0,6105070852,5233293460423544,5233299344173845,5233299347665358,5233293471907675
3,_ZN2ck19kernel_gemm_dl_v1r3INS_28GridwiseGemmDl_km_kn_mn_v1r3ILi256EfffLNS_25InMemoryDataOperationEnumE0ENS_16TensorDescriptorINS_5TupleIJNS_5EmbedINS4_IJiiEEENS4_IJiNS_17integral_constantIiLi1EEEEEELb0EEENS_7UnMergeIS9_Lb0EEENS_11PassThroughIiEEEEENS4_IJNS_8SequenceIJLi0EEEENSG_IJLi2EEEENSG_IJLi1EEEEEEENS4_IJNSG_IJLi1ELi2EEEENSG_IJLi3ELi4EEEENSG_IJLi5EEEEEEENSG_IJLi3ELi5ELi4EEEElEENS3_ISF_NS4_IJSH_SJ_SI_EEESO_SP_lEENS3_INS4_IJSA_SE_SE_EEESR_NS4_IJSL_NSG_IJLi3EEEENSG_IJLi4EEEEEEESM_lEELi128ELi128ELi16ELi1ELi4ELi4ELi1ENSG_IJLi8ELi2EEEESY_NSG_IJLi8ELi1ELi1ELi1EEEENSG_IJLi2ELi1ELi128ELi1EEEENSG_IJLi1ELi2ELi0ELi3EEEES11_NSG_IJLi4ELi1ELi1ELi1EEEES11_NSG_IJLi1ELi1ELi1ELi1EEEENSG_IJLi2ELi1ELi4ELi1EEEENSG_IJLi8ELi1ELi32ELi1EEEENSG_IJLi0ELi3ELi1ELi2EEEES16_NSG_IJLi1ELi1ELi4ELi1EEEES16_S17_NSG_IJLi0ELi1ELi2ELi3ELi4ELi5EEEELi5ELi4EEEffNS3_INS4_IJSA_SC_SE_SE_NSB_INS4_IJiNS7_IiLi128EEEEEELb0EEENSD_IS8_EEEEENS4_IJSH_SI_SJ_SU_SN_SV_EEENS4_IJSL_SM_SN_NSG_IJLi6EEEENSG_IJLi7ELi8EEEENSG_IJLi9EEEEEEENSG_IJLi6ELi7ELi8ELi9EEEElEENS3_IS1E_NS4_IJSH_SJ_SI_SU_SN_SV_EEES1J_S1K_lEENS3_INS4_IJSA_SE_SE_NSB_INS4_IJiNS7_IiLi2EEENS7_IiLi64EEEEEELb0EEES1R_EEENS4_IJSH_SJ_SI_SU_SV_EEENS4_IJSL_SU_SV_NSG_IJLi5ELi6ELi7EEEENSG_IJLi8ELi9ELi10EEEEEEENSG_IJLi5ELi6ELi7ELi8ELi9ELi10EEEElEENS_31BlockToCTileMap_M00_N00_M01_N01ILi128ELi128ESX_Lb0EEELb1ELb1EEEvPKT0_S23_PT1_T2_T3_T4_T5_.kd,2,0,3,257775,257775,262144,256,32768,0,120,0,48,64,0x0,0x7f91e43263c0,11398598,11398598,2226836,91188792,4096,2216418282,91066418,0,8865782716,5233293461350027,5233299347665358,5233299354991425,5233293479268754
4,"mfma_f32_16x16x4f32_gemm_kernel(float const*, float const*, float*, int, int, int) ",2,0,4,257775,257775,524288,256,6144,0,60,4,32,64,0x0,0x7f91e43f8d40,8668951,8668951,2677840,69351616,8192,5999519260,68155641,0,23998295996,5233293462156045,5233299354991425,5233299360573175,5233293484791674
5,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,5,257775,257775,1048576,256,61440,0,128,16,48,64,0x0,0x7f91e43b8680,37287017,37287017,946034,298296144,16384,3802985487,297992852,0,15212376892,5233293473335055,5233299360573175,5233299383293135,5233293507537851
6,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,8,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,299075,299075,12494,2392608,250000,189894558,2298320,0,766383028,5233293510570364,5233299386347689,5233299386527689,5233293510855988
7,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,9,257775,257775,1048576,256,61440,0,128,16,48,64,0x0,0x7f91e43b8680,37299019,37299019,947404,298392160,16384,3807849933,298099526,0,15231834556,5233293510744409,5233299386527772,5233299409251897,5233293533723170
8,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,10,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,320661,320661,23935,2565296,250000,194110164,2366707,0,783250744,5233293510843845,5233299409251897,5233299409432055,5233293533874122
9,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,11,257775,257775,1048576,256,61440,0,128,16,48,64,0x0,0x7f91e43b8680,37256286,37256286,946495,298050296,16384,3799506479,297726399,0,15198460636,5233293510989878,5233299409432055,5233299432128180,5233293556597075
10,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,12,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,314134,314134,16650,2513080,250000,199976566,2374496,0,806711556,5233293511097650,5233299432128180,5233299432304500,5233293556812318
11,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,13,257775,257775,1048576,256,61440,0,128,16,48,64,0x0,0x7f91e43b8680,37267825,37267825,944449,298142608,16384,3794982152,297778400,0,15180363400,5233293511231911,5233299432304500,5233299455006385,5233293579566589
12,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,14,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,314697,314697,16151,2517584,250000,194173843,2377729,0,783508480,5233293511326147,5233299455006385,5233299455183505,5233293579782062
13,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,15,257775,257775,1048576,256,61440,0,128,16,48,64,0x0,0x7f91e43b8680,37293143,37293143,941286,298345152,16384,3808520740,298030621,0,15234517140,5233293511460679,5233299455183506,5233299477888431,5233293602550961
14,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,16,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,326236,326236,16883,2609896,250000,206720699,2470761,0,833685860,5233293511553693,5233299477888431,5233299478065549,5233293602769830
15,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,17,257775,257775,1048576,256,61440,0,128,16,48,64,0x0,0x7f91e43b8680,37279162,37279162,946161,298233304,16384,3802391215,297927239,0,15209999368,5233293511688184,5233299478065549,5233299500772714,5233293625529221
16,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,19,257775,257775,1048576,256,61440,0,128,16,48,64,0x0,0x7f91e43b8680,37254736,37254736,941689,298037896,16384,3796105693,297830313,0,15184857440,5233293625662230,5233299500881194,5233299523596999,5233293648586039
17,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,20,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,318530,318530,16975,2548248,250000,200695506,2406958,0,809583360,5233293625809456,5233299523596999,5233299523771719,5233293648738163
18,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,22,257775,257775,1048576,256,61440,0,128,16,48,64,0x0,0x7f91e43b8680,37262485,37262485,943394,298099888,16384,3799382916,297848452,0,15197966368,5233293625975276,5233299523785124,5233299546488936,5233293671500259
19,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,24,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,312668,312668,16779,2501352,250000,197913955,2360212,0,798465736,5233293626106240,5233299546499974,5233299546679814,5233293671718688
20,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,26,257775,257775,1048576,256,61440,0,128,16,48,64,0x0,0x7f91e43b8680,37269589,37269589,943978,298156720,16384,3802509449,297858955,0,15210472760,5233293626275427,5233299546691974,5233299569394825,5233293694483218
21,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,28,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,318468,318468,16404,2547752,250000,196270212,2401743,0,791887720,5233293626397255,5233299569405705,5233299569586345,5233293694707768
22,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,30,257775,257775,1048576,256,61440,0,128,16,48,64,0x0,0x7f91e43b8680,37268149,37268149,943364,298145200,16384,3805226942,297904136,0,15221342272,5233293626558116,5233299569598345,5233299592312876,5233293717469544
23,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,32,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,321027,321027,16625,2568224,250000,199825693,2422917,0,806113400,5233293626676447,5233299592323756,5233299592497676,5233293717695737
24,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,34,257775,257775,1048576,256,61440,0,128,16,48,64,0x0,0x7f91e43b8680,37292318,37292318,944418,298338552,16384,3799634753,297922491,0,15198973860,5233293626833661,5233299592509401,5233299615215928,5233293740474403
25,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,36,257775,257775,1048576,256,40960,0,112,16,32,64,0x0,0x7f91e4338680,37492704,37492704,941471,299941640,16384,3827109055,299666726,0,15308871132,5233293749235411,5233299623270154,5233299646094760,5233293772280316
26,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,39,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,308384,308384,13619,2467080,250000,195152340,2357666,0,787416392,5233293772312005,5233299646190920,5233299646366760,5233293772698909
27,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,40,257775,257775,1048576,256,40960,0,112,16,32,64,0x0,0x7f91e4338680,37500309,37500309,949005,300002480,16384,3828109492,299684157,0,15312873376,5233293772578493,5233299646366760,5233299669201926,5233293795643927
28,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,41,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,316391,316391,16191,2531136,250000,203490688,2393048,0,820763164,5233293772680234,5233299669201926,5233299669378406,5233293795798877
29,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,42,257775,257775,1048576,256,40960,0,112,16,32,64,0x0,0x7f91e4338680,37503655,37503655,949698,300029248,16384,3821627145,299696183,0,15286943700,5233293772834693,5233299669378548,5233299692213240,5233293818688391
30,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,43,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,318310,318310,16185,2546488,250000,198461516,2405059,0,800662196,5233293772944438,5233299692213240,5233299692390038,5233293818903033
31,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,44,257775,257775,1048576,256,40960,0,112,16,32,64,0x0,0x7f91e4338680,37516803,37516803,945758,300134432,16384,3826768506,299790726,0,15307508868,5233293773085442,5233299692390038,5233299715232570,5233293841798738
32,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,45,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,314626,314626,16546,2517016,250000,197713280,2377931,0,797663320,5233293773180951,5233299715232570,5233299715407609,5233293842013690
33,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,46,257775,257775,1048576,256,40960,0,112,16,32,64,0x0,0x7f91e4338680,37492501,37492501,949962,299940016,16384,3824165165,299625753,0,15297095356,5233293773316955,5233299715407609,5233299738231581,5233293864897073
34,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,47,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,313460,313460,16276,2507688,250000,198615341,2373212,0,801270208,5233293773411471,5233299738231581,5233299738406780,5233293865112476
35,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,48,257775,257775,1048576,256,40960,0,112,16,32,64,0x0,0x7f91e4338680,37488742,37488742,949846,299909944,16384,3824718215,299594233,0,15299307140,5233293773542807,5233299738406752,5233299761234723,5233293887996400
36,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,50,257775,257775,1048576,256,40960,0,112,16,32,64,0x0,0x7f91e4338680,37488758,37488758,944683,299910072,16384,3826737790,299626527,0,15307385828,5233293888110153,5233299761336481,5233299784171172,5233293911175376
37,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,51,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,312876,312876,16019,2503016,250000,193165809,2363511,0,779467644,5233293888266776,5233299784171172,5233299784347331,5233293911326289
38,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,53,257775,257775,1048576,256,40960,0,112,16,32,64,0x0,0x7f91e4338680,37480885,37480885,947937,299847088,16384,3816973532,299543173,0,15268328784,5233293888430853,5233299784360611,5233299807175142,5233293934214000
39,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,55,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,308005,308005,16166,2464048,250000,197797255,2327804,0,798001164,5233293888555296,5233299807186022,5233299807363621,5233293934432478
40,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,57,257775,257775,1048576,256,40960,0,112,16,32,64,0x0,0x7f91e4338680,37478443,37478443,949106,299827552,16384,3824912301,299527857,0,15300083948,5233293888720104,5233299807376112,5233299830208568,5233293957318877
41,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,59,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,309903,309903,16232,2479232,250000,199357653,2339977,0,804242132,5233293888843635,5233299830219606,5233299830396726,5233293957534490
42,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,61,257775,257775,1048576,256,40960,0,112,16,32,64,0x0,0x7f91e4338680,37469753,37469753,948111,299758032,16384,3816797206,299467918,0,15267623444,5233293889010727,5233299830408886,5233299853232062,5233293980413244
43,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,63,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,316845,316845,16650,2534768,250000,186712678,2394293,0,753660668,5233293889139799,5233299853242782,5233299853418942,5233293980636552
44,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,65,257775,257775,1048576,256,40960,0,112,16,32,64,0x0,0x7f91e4338680,37473473,37473473,947940,299787792,16384,3823917286,299524470,0,15296103784,5233293889302293,5233299853430942,5233299876258757,5233294003517210
45,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,67,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,92307,92307,13346,738464,65536,52713451,633150,0,212642960,5233294003754083,5233299876462917,5233299876511557,5233294003950420
46,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,68,257775,257775,2097152,256,61440,0,128,16,48,64,0x0,0x7f91e4310680,37058419,37058419,477572,296467360,32768,3825054662,296270625,0,15301088088,5233294009779022,5233299882445318,5233299905041143,5233294032563540
47,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,71,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,304896,304896,13745,2439176,250000,193954012,2328814,0,782621996,5233294032583968,5233299905118261,5233299905303701,5233294032973677
48,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,72,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,101148,101148,14734,809192,65536,61317833,682305,0,247068912,5233294032799632,5233299905303701,5233299905355861,5233294033098721
49,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,73,257775,257775,2097152,256,61440,0,128,16,48,64,0x0,0x7f91e4310680,37053125,37053125,480264,296425008,32768,3825807440,296215019,0,15304099308,5233294032954762,5233299905355861,5233299927952006,5233294055766350
50,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,74,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,317163,317163,16150,2537312,250000,198070568,2393166,0,799077916,5233294033061071,5233299927952006,5233299928132486,5233294055922082
51,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,75,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,103455,103455,16038,827648,65536,59929236,693540,0,241504180,5233294033294357,5233299928132486,5233299928184486,5233294056037007
52,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,76,257775,257775,2097152,256,61440,0,128,16,48,64,0x0,0x7f91e4310680,37076008,37076008,479448,296608072,32768,3829226785,296392196,0,15317776380,5233294033440170,5233299928184486,5233299950762710,5233294078666645
53,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,77,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,317634,317634,16529,2541080,250000,199148780,2398940,0,803401196,5233294033537241,5233299950762710,5233299950939350,5233294078883300
54,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,78,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,106394,106394,16556,851160,65536,61260538,715946,0,246827040,5233294033624234,5233299950939350,5233299950987510,5233294078971465
55,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,79,257775,257775,2097152,256,61440,0,128,16,48,64,0x0,0x7f91e4310680,37056831,37056831,480586,296454656,32768,3826052556,296273913,0,15305079232,5233294033762683,5233299950987096,5233299973562751,5233294101612745
56,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,80,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,311548,311548,15609,2492392,250000,193957589,2355032,0,782649616,5233294033859204,5233299973562751,5233299973738909,5233294101822087
57,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,81,257775,257775,4194304,256,0,0,4,4,16,64,0x0,0x7f91e3bd98c0,104839,104839,16671,838720,65536,61155437,699628,0,246408404,5233294033947358,5233299973738909,5233299973790109,5233294101910582
58,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,82,257775,257775,2097152,256,61440,0,128,16,48,64,0x0,0x7f91e4310680,37050597,37050597,479623,296404784,32768,3826203542,296224714,0,15305683208,5233294034113159,5233299973790109,5233299996374243,5233294124544518
59,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,83,257775,257775,16000000,256,0,0,4,4,16,64,0x0,0x7f91e3bd93c0,317467,317467,16410,2539744,250000,199283866,2402452,0,803936820,5233294034215460,5233299996374243,5233299996552323,5233294124761845
