Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,DispatchNs,BeginNs,EndNs,CompleteNs
172,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,240,258074,258074,4194304,256,0,0,4,4,16,64,0x0,0x7f81fb7d98c0,5233300943475760,5233300943653864,5233300943709064,5233300943710389
173,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,241,258074,258074,8388608,256,61440,0,128,16,48,64,0x0,0x7f81fb820680,5233300943555279,5233300943709270,5233300967040459,5233300967111099
174,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,242,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233300943569435,5233300967040459,5233300967221577,5233300967222808
175,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,243,258074,258074,4194304,256,0,0,4,4,16,64,0x0,0x7f81fb7d98c0,5233300943579955,5233300967221577,5233300967269097,5233300967699961
176,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,244,258074,258074,8388608,256,61440,0,128,16,48,64,0x0,0x7f81fb820680,5233300943640859,5233300967269097,5233300990579486,5233300990580699
177,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,245,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233300943653031,5233300990579486,5233300990761406,5233300990762749
178,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,246,258074,258074,4194304,256,0,0,4,4,16,64,0x0,0x7f81fb7d98c0,5233300943662359,5233300990761406,5233300990814526,5233300990815308
179,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,247,258074,258074,8388608,256,61440,0,128,16,48,64,0x0,0x7f81fb820680,5233300943728903,5233300990814526,5233301014119954,5233301014120770
180,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,248,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233300943746055,5233301014119954,5233301014296114,5233301014296900
181,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,249,258074,258074,4194304,256,0,0,4,4,16,64,0x0,0x7f81fb7d98c0,5233300943755994,5233301014296114,5233301014345714,5233301014346442
182,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,250,258074,258074,8388608,256,61440,0,128,16,48,64,0x0,0x7f81fb820680,5233300943809905,5233301014345200,5233301037613343,5233301037618322
183,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,251,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233300943822208,5233301037613343,5233301037790141,5233301037791546
184,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,252,258074,258074,4194304,256,0,0,4,4,16,64,0x0,0x7f81fb7d98c0,5233300943831034,5233301037790141,5233301037841021,5233301037842301
185,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,253,258074,258074,8388608,256,61440,0,128,16,48,64,0x0,0x7f81fb820680,5233300943880828,5233301037841021,5233301061157004,5233301061158173
186,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,255,258074,258074,4194304,256,0,0,4,4,16,64,0x0,0x7f81fb7d98c0,5233301061203938,5233301061219884,5233301061267244,5233301061268569
187,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,256,258074,258074,8388608,256,61440,0,128,16,48,64,0x0,0x7f81fb820680,5233301061269851,5233301061288844,5233301084605466,5233301084671063
188,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,257,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301061290921,5233301084605466,5233301084784506,5233301084786669
189,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,259,258074,258074,4194304,256,0,0,4,4,16,64,0x0,0x7f81fb7d98c0,5233301061325696,5233301084798106,5233301084845946,5233301084848705
190,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,260,258074,258074,8388608,256,61440,0,128,16,48,64,0x0,0x7f81fb820680,5233301061378004,5233301084845899,5233301108209241,5233301108214600
191,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,262,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301061408210,5233301108220919,5233301108398519,5233301108399937
192,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,264,258074,258074,4194304,256,0,0,4,4,16,64,0x0,0x7f81fb7d98c0,5233301061433758,5233301108410679,5233301108457559,5233301108458888
193,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,265,258074,258074,8388608,256,61440,0,128,16,48,64,0x0,0x7f81fb820680,5233301061484243,5233301108457559,5233301131776581,5233301131778176
194,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,267,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301061514589,5233301131788261,5233301131963301,5233301131964604
195,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,269,258074,258074,4194304,256,0,0,4,4,16,64,0x0,0x7f81fb7d98c0,5233301061539656,5233301131975461,5233301132022341,5233301132024587
196,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,270,258074,258074,8388608,256,61440,0,128,16,48,64,0x0,0x7f81fb820680,5233301061588758,5233301132022341,5233301155215923,5233301155217438
197,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,272,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301061618093,5233301155227923,5233301155406963,5233301155408406
198,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,274,258074,258074,4194304,256,0,0,4,4,16,64,0x0,0x7f81fb7d98c0,5233301061642649,5233301155419283,5233301155466163,5233301155467396
199,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,275,258074,258074,8388608,256,61440,0,128,16,48,64,0x0,0x7f81fb820680,5233301061691791,5233301155466177,5233301178789679,5233301178794859
200,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,277,258074,258074,4194304,256,0,0,4,4,16,64,0x0,0x7f81fb7d98c0,5233301178987430,5233301179005677,5233301179052397,5233301179053743
201,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,278,258074,258074,8388608,256,40960,0,116,20,32,64,0x0,0x7f81fb810680,5233301184892455,5233301184907433,5233301208209495,5233301208275642
202,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,281,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301208278518,5233301208305975,5233301208487575,5233301208489212
203,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,282,258074,258074,4194304,256,0,0,4,4,16,64,0x0,0x7f81fb7d98c0,5233301208306981,5233301208487575,5233301208537494,5233301208539466
204,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,283,258074,258074,8388608,256,40960,0,116,20,32,64,0x0,0x7f81fb810680,5233301208377513,5233301208537494,5233301231882756,5233301231948392
205,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,284,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301208391479,5233301231882756,5233301232060196,5233301232062074
206,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,285,258074,258074,4194304,256,0,0,4,4,16,64,0x0,0x7f81fb7d98c0,5233301208401468,5233301232060196,5233301232108996,5233301232110796
207,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,286,258074,258074,8388608,256,40960,0,116,20,32,64,0x0,0x7f81fb810680,5233301208452323,5233301232109026,5233301255421969,5233301255427128
208,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,287,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301208463624,5233301255421969,5233301255599247,5233301255600472
209,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,288,258074,258074,4194304,256,0,0,4,4,16,64,0x0,0x7f81fb7d98c0,5233301208471439,5233301255599247,5233301255648687,5233301255650005
210,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,289,258074,258074,8388608,256,40960,0,116,20,32,64,0x0,0x7f81fb810680,5233301208517264,5233301255648687,5233301278990910,5233301278992537
211,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,290,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301208529697,5233301278990910,5233301279167389,5233301279168606
212,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,291,258074,258074,4194304,256,0,0,4,4,16,64,0x0,0x7f81fb7d98c0,5233301208537732,5233301279167389,5233301279215709,5233301279217237
213,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,292,258074,258074,8388608,256,40960,0,116,20,32,64,0x0,0x7f81fb810680,5233301208583989,5233301279215709,5233301302487532,5233301302489026
214,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,293,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301208596032,5233301302487532,5233301302667852,5233301302669133
215,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,294,258074,258074,4194304,256,0,0,4,4,16,64,0x0,0x7f81fb7d98c0,5233301208604537,5233301302667852,5233301302716012,5233301302717313
216,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,295,258074,258074,8388608,256,40960,0,116,20,32,64,0x0,0x7f81fb810680,5233301208648379,5233301302716207,5233301326031712,5233301326036692
217,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,297,258074,258074,4194304,256,0,0,4,4,16,64,0x0,0x7f81fb7d98c0,5233301326085633,5233301326101470,5233301326148670,5233301326149873
218,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,298,258074,258074,8388608,256,40960,0,116,20,32,64,0x0,0x7f81fb810680,5233301326152258,5233301326170270,5233301349480975,5233301349545134
219,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,299,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301326172135,5233301349480975,5233301349662575,5233301349664427
220,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,301,258074,258074,4194304,256,0,0,4,4,16,64,0x0,0x7f81fb7d98c0,5233301326210316,5233301349675855,5233301349722255,5233301349725060
221,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,302,258074,258074,8388608,256,40960,0,116,20,32,64,0x0,0x7f81fb810680,5233301326263796,5233301349722255,5233301373044319,5233301373045801
222,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,304,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301326295005,5233301373055839,5233301373234559,5233301373235827
223,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,306,258074,258074,4194304,256,0,0,4,4,16,64,0x0,0x7f81fb7d98c0,5233301326320603,5233301373246879,5233301373293439,5233301373294947
224,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,307,258074,258074,8388608,256,40960,0,116,20,32,64,0x0,0x7f81fb810680,5233301326370616,5233301373293231,5233301396586814,5233301396591954
225,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,309,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301326400843,5233301396598492,5233301396774332,5233301396775627
226,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,311,258074,258074,4194304,256,0,0,4,4,16,64,0x0,0x7f81fb7d98c0,5233301326424507,5233301396786492,5233301396834172,5233301396835469
227,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,312,258074,258074,8388608,256,40960,0,116,20,32,64,0x0,0x7f81fb810680,5233301326473809,5233301396834172,5233301420165675,5233301420166931
228,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,314,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301326502994,5233301420177034,5233301420350794,5233301420352057
229,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,316,258074,258074,4194304,256,0,0,4,4,16,64,0x0,0x7f81fb7d98c0,5233301326526398,5233301420362954,5233301420411114,5233301420412210
230,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,317,258074,258074,8388608,256,40960,0,116,20,32,64,0x0,0x7f81fb810680,5233301326574538,5233301420411114,5233301443707737,5233301443709136
231,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,319,258074,258074,1048576,128,61440,0,8,144,48,64,0x0,0x7f81fb7b8680,5233301450156486,5233301450172209,5233301485581307,5233301485651137
232,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,322,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301485648513,5233301485680985,5233301485860665,5233301485861872
233,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,323,258074,258074,1048576,128,61440,0,8,144,48,64,0x0,0x7f81fb7b8680,5233301485739372,5233301485860665,5233301521255363,5233301521320706
234,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,324,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301485756685,5233301521255363,5233301521431363,5233301521432996
235,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,325,258074,258074,1048576,128,61440,0,8,144,48,64,0x0,0x7f81fb7b8680,5233301485809363,5233301521431360,5233301556836298,5233301556841437
236,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,326,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301485821486,5233301556836298,5233301557015336,5233301557016454
237,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,327,258074,258074,1048576,128,61440,0,8,144,48,64,0x0,0x7f81fb7b8680,5233301485868384,5233301557015336,5233301592404274,5233301592405579
238,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,328,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301485889644,5233301592404274,5233301592580434,5233301592581458
239,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,329,258074,258074,1048576,128,61440,0,8,144,48,64,0x0,0x7f81fb7b8680,5233301485940619,5233301592580366,5233301627976023,5233301627981002
240,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,330,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301485951439,5233301627976023,5233301628152021,5233301628153054
241,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,331,258074,258074,1048576,128,61440,0,8,144,48,64,0x0,0x7f81fb7b8680,5233301485996854,5233301628152021,5233301663548798,5233301663550073
242,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,333,258074,258074,1048576,128,61440,0,8,144,48,64,0x0,0x7f81fb7b8680,5233301663638809,5233301663654891,5233301699048150,5233301699117030
243,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,334,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301663658185,5233301699048150,5233301699227508,5233301699228799
244,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,336,258074,258074,1048576,128,61440,0,8,144,48,64,0x0,0x7f81fb7b8680,5233301663729248,5233301699240788,5233301734619487,5233301734620609
245,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,338,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301663759134,5233301734630527,5233301734808287,5233301734809212
246,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,340,258074,258074,1048576,128,61440,0,8,144,48,64,0x0,0x7f81fb7b8680,5233301663822783,5233301734820003,5233301770209577,5233301770214416
247,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,342,258074,258074,1048576,128,36864,0,8,144,48,64,0x0,0x7f81fb7a4680,5233301776336858,5233301776352611,5233301811594984,5233301811657695
248,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,345,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301811660370,5233301811685544,5233301811868424,5233301811870022
249,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,346,258074,258074,1048576,128,36864,0,8,144,48,64,0x0,0x7f81fb7a4680,5233301811744487,5233301811868815,5233301847097274,5233301847166474
250,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,347,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301811760988,5233301847097274,5233301847275032,5233301847276430
251,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,348,258074,258074,1048576,128,36864,0,8,144,48,64,0x0,0x7f81fb7a4680,5233301811814158,5233301847275032,5233301882502691,5233301882504142
252,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,349,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301811826120,5233301882502691,5233301882683651,5233301882684670
253,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,350,258074,258074,1048576,128,36864,0,8,144,48,64,0x0,0x7f81fb7a4680,5233301811873479,5233301882683275,5233301917910929,5233301917915909
254,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,351,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301811896662,5233301917910929,5233301918085487,5233301918086879
255,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,352,258074,258074,1048576,128,36864,0,8,144,48,64,0x0,0x7f81fb7a4680,5233301811948249,5233301918085487,5233301953309621,5233301953311185
256,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,353,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301811958999,5233301953309621,5233301953488021,5233301953489228
257,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,354,258074,258074,1048576,128,36864,0,8,144,48,64,0x0,0x7f81fb7a4680,5233301812005115,5233301953488154,5233301988716930,5233301988721589
258,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,356,258074,258074,1048576,128,36864,0,8,144,48,64,0x0,0x7f81fb7a4680,5233301988800056,5233301988821728,5233302024045544,5233302024110774
259,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,357,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301988826736,5233302024045544,5233302024222183,5233302024223815
260,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,359,258074,258074,1048576,128,36864,0,8,144,48,64,0x0,0x7f81fb7a4680,5233301988899312,5233302024235418,5233302059464993,5233302059469813
261,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,361,258074,258074,16000000,256,0,0,4,4,16,64,0x0,0x7f81fb7d93c0,5233301988929037,5233302059476031,5233302059653151,5233302059654247
262,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,363,258074,258074,1048576,128,36864,0,8,144,48,64,0x0,0x7f81fb7a4680,5233301988990743,5233302059665311,5233302094898246,5233302094899553
263,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,365,258074,258074,4194304,256,0,0,4,4,16,64,0x0,0x7f81fb7d98c0,5233302095067166,5233302095084646,5233302095130566,5233302095131777
264,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,366,258074,258074,2097152,256,61440,0,128,16,48,64,0x0,0x7f81fbf38680,5233302095142718,5233302095155526,5233302117745109,5233302117809425
